linha;grupo;subgrupo;tipo_mercadoria;cargo;taxa_rateio_maximo_pct;fatia_cargo_pct;ativo
Diversos;Detector Diversos;Certificado;Serviço;Consultor Interno;5;15;True
Diversos;Detector Diversos;Certificado;Serviço;Consultor Externo;5;15;True
Diversos;Detector Diversos;Certificado;Serviço;Coordenador;5;20;True
Diversos;Detector Diversos;Certificado;Serviço;Diretor;5;10;True
Diversos;Detector Diversos;Certificado;Serviço;Gerente Geral;5;20;True
Diversos;Detector Diversos;Certificado;Serviço;Gerente Linha;5;20;True
Diversos;Detector Diversos;Certificado;Serviço;Representante Comercial;5;0;True
Diversos;Detector Diversos;Certificado;Serviço;Supervisor;5;0;True
Diversos;Diversos Diversos;Acessório;Insumo;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Acessório;Insumo;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Acessório;Insumo;Coordenador;5;20;True
Diversos;Diversos Diversos;Acessório;Insumo;Diretor;5;10;True
Diversos;Diversos Diversos;Acessório;Insumo;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Acessório;Insumo;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Acessório;Insumo;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Acessório;Insumo;Supervisor;5;0;True
Diversos;Diversos Diversos;Acessório;Produto;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Acessório;Produto;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Acessório;Produto;Coordenador;5;20;True
Diversos;Diversos Diversos;Acessório;Produto;Diretor;5;10;True
Diversos;Diversos Diversos;Acessório;Produto;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Acessório;Produto;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Acessório;Produto;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Acessório;Produto;Supervisor;5;0;True
Diversos;Diversos Diversos;Calibração;Serviço;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Calibração;Serviço;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Calibração;Serviço;Coordenador;5;20;True
Diversos;Diversos Diversos;Calibração;Serviço;Diretor;5;10;True
Diversos;Diversos Diversos;Calibração;Serviço;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Calibração;Serviço;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Calibração;Serviço;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Calibração;Serviço;Supervisor;5;0;True
Diversos;Diversos Diversos;Certificado;Serviço;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Certificado;Serviço;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Certificado;Serviço;Coordenador;5;20;True
Diversos;Diversos Diversos;Certificado;Serviço;Diretor;5;10;True
Diversos;Diversos Diversos;Certificado;Serviço;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Certificado;Serviço;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Certificado;Serviço;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Certificado;Serviço;Supervisor;5;0;True
Diversos;Diversos Diversos;Diversos;Insumo;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Diversos;Insumo;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Diversos;Insumo;Coordenador;5;20;True
Diversos;Diversos Diversos;Diversos;Insumo;Diretor;5;10;True
Diversos;Diversos Diversos;Diversos;Insumo;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Diversos;Insumo;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Diversos;Insumo;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Diversos;Insumo;Supervisor;5;0;True
Diversos;Diversos Diversos;Ferramental;Insumo;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Ferramental;Insumo;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Ferramental;Insumo;Coordenador;5;20;True
Diversos;Diversos Diversos;Ferramental;Insumo;Diretor;5;10;True
Diversos;Diversos Diversos;Ferramental;Insumo;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Ferramental;Insumo;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Ferramental;Insumo;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Ferramental;Insumo;Supervisor;5;0;True
Diversos;Diversos Diversos;Ferramental;Produto;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Ferramental;Produto;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Ferramental;Produto;Coordenador;5;20;True
Diversos;Diversos Diversos;Ferramental;Produto;Diretor;5;10;True
Diversos;Diversos Diversos;Ferramental;Produto;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Ferramental;Produto;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Ferramental;Produto;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Ferramental;Produto;Supervisor;5;0;True
Diversos;Diversos Diversos;Filtro;Insumo;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Filtro;Insumo;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Filtro;Insumo;Coordenador;5;20;True
Diversos;Diversos Diversos;Filtro;Insumo;Diretor;5;10;True
Diversos;Diversos Diversos;Filtro;Insumo;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Filtro;Insumo;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Filtro;Insumo;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Filtro;Insumo;Supervisor;5;0;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Coordenador;5;20;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Diretor;5;10;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Hora Técnica;Serviço;Supervisor;5;0;True
Diversos;Diversos Diversos;Instalação;Serviço;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Instalação;Serviço;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Instalação;Serviço;Coordenador;5;20;True
Diversos;Diversos Diversos;Instalação;Serviço;Diretor;5;10;True
Diversos;Diversos Diversos;Instalação;Serviço;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Instalação;Serviço;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Instalação;Serviço;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Instalação;Serviço;Supervisor;5;0;True
Diversos;Diversos Diversos;Treinamento;Serviço;Consultor Interno;5;15;True
Diversos;Diversos Diversos;Treinamento;Serviço;Consultor Externo;5;15;True
Diversos;Diversos Diversos;Treinamento;Serviço;Coordenador;5;20;True
Diversos;Diversos Diversos;Treinamento;Serviço;Diretor;5;10;True
Diversos;Diversos Diversos;Treinamento;Serviço;Gerente Geral;5;20;True
Diversos;Diversos Diversos;Treinamento;Serviço;Gerente Linha;5;20;True
Diversos;Diversos Diversos;Treinamento;Serviço;Representante Comercial;5;0;True
Diversos;Diversos Diversos;Treinamento;Serviço;Supervisor;5;0;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Consultor Interno;5;15;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Consultor Externo;5;15;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Coordenador;5;20;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Diretor;5;10;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Gerente Geral;5;20;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Gerente Linha;5;20;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Representante Comercial;5;0;True
Diversos;Elevador de Liquidos Fixo;Painel;Produto;Supervisor;5;0;True
Diversos;Filtração Diversos;Sistema;Produto;Consultor Interno;5;15;True
Diversos;Filtração Diversos;Sistema;Produto;Consultor Externo;5;15;True
Diversos;Filtração Diversos;Sistema;Produto;Coordenador;5;20;True
Diversos;Filtração Diversos;Sistema;Produto;Diretor;5;10;True
Diversos;Filtração Diversos;Sistema;Produto;Gerente Geral;5;20;True
Diversos;Filtração Diversos;Sistema;Produto;Gerente Linha;5;20;True
Diversos;Filtração Diversos;Sistema;Produto;Representante Comercial;5;0;True
Diversos;Filtração Diversos;Sistema;Produto;Supervisor;5;0;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Consultor Interno;5;15;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Consultor Externo;5;15;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Coordenador;5;20;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Diretor;5;10;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Gerente Geral;5;20;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Gerente Linha;5;20;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Representante Comercial;5;0;True
Diversos;Monitoramento Fixo;Painel Solar;Produto;Supervisor;5;0;True
Diversos;Outros Diversos;Acessório;Produto;Consultor Interno;5;15;True
Diversos;Outros Diversos;Acessório;Produto;Consultor Externo;5;15;True
Diversos;Outros Diversos;Acessório;Produto;Coordenador;5;20;True
Diversos;Outros Diversos;Acessório;Produto;Diretor;5;10;True
Diversos;Outros Diversos;Acessório;Produto;Gerente Geral;5;20;True
Diversos;Outros Diversos;Acessório;Produto;Gerente Linha;5;20;True
Diversos;Outros Diversos;Acessório;Produto;Representante Comercial;5;0;True
Diversos;Outros Diversos;Acessório;Produto;Supervisor;5;0;True
Diversos;Outros Diversos;Acessório;Reposição;Consultor Interno;5;15;True
Diversos;Outros Diversos;Acessório;Reposição;Consultor Externo;5;15;True
Diversos;Outros Diversos;Acessório;Reposição;Coordenador;5;20;True
Diversos;Outros Diversos;Acessório;Reposição;Diretor;5;10;True
Diversos;Outros Diversos;Acessório;Reposição;Gerente Geral;5;20;True
Diversos;Outros Diversos;Acessório;Reposição;Gerente Linha;5;20;True
Diversos;Outros Diversos;Acessório;Reposição;Representante Comercial;5;0;True
Diversos;Outros Diversos;Acessório;Reposição;Supervisor;5;0;True
Diversos;Outros Diversos;Diversos;Insumo;Consultor Interno;5;15;True
Diversos;Outros Diversos;Diversos;Insumo;Consultor Externo;5;15;True
Diversos;Outros Diversos;Diversos;Insumo;Coordenador;5;20;True
Diversos;Outros Diversos;Diversos;Insumo;Diretor;5;10;True
Diversos;Outros Diversos;Diversos;Insumo;Gerente Geral;5;20;True
Diversos;Outros Diversos;Diversos;Insumo;Gerente Linha;5;20;True
Diversos;Outros Diversos;Diversos;Insumo;Representante Comercial;5;0;True
Diversos;Outros Diversos;Diversos;Insumo;Supervisor;5;0;True
Diversos;Outros Diversos;Diversos;Produto;Consultor Interno;5;15;True
Diversos;Outros Diversos;Diversos;Produto;Consultor Externo;5;15;True
Diversos;Outros Diversos;Diversos;Produto;Coordenador;5;20;True
Diversos;Outros Diversos;Diversos;Produto;Diretor;5;10;True
Diversos;Outros Diversos;Diversos;Produto;Gerente Geral;5;20;True
Diversos;Outros Diversos;Diversos;Produto;Gerente Linha;5;20;True
Diversos;Outros Diversos;Diversos;Produto;Representante Comercial;5;0;True
Diversos;Outros Diversos;Diversos;Produto;Supervisor;5;0;True
Diversos;Outros Diversos;Ferramental;Produto;Consultor Interno;5;15;True
Diversos;Outros Diversos;Ferramental;Produto;Consultor Externo;5;15;True
Diversos;Outros Diversos;Ferramental;Produto;Coordenador;5;20;True
Diversos;Outros Diversos;Ferramental;Produto;Diretor;5;10;True
Diversos;Outros Diversos;Ferramental;Produto;Gerente Geral;5;20;True
Diversos;Outros Diversos;Ferramental;Produto;Gerente Linha;5;20;True
Diversos;Outros Diversos;Ferramental;Produto;Representante Comercial;5;0;True
Diversos;Outros Diversos;Ferramental;Produto;Supervisor;5;0;True
Diversos;Outros Diversos;Outros;Produto;Consultor Interno;5;15;True
Diversos;Outros Diversos;Outros;Produto;Consultor Externo;5;15;True
Diversos;Outros Diversos;Outros;Produto;Coordenador;5;20;True
Diversos;Outros Diversos;Outros;Produto;Diretor;5;10;True
Diversos;Outros Diversos;Outros;Produto;Gerente Geral;5;20;True
Diversos;Outros Diversos;Outros;Produto;Gerente Linha;5;20;True
Diversos;Outros Diversos;Outros;Produto;Representante Comercial;5;0;True
Diversos;Outros Diversos;Outros;Produto;Supervisor;5;0;True
Diversos;Outros Diversos;Outros;Reposição;Consultor Interno;5;15;True
Diversos;Outros Diversos;Outros;Reposição;Consultor Externo;5;15;True
Diversos;Outros Diversos;Outros;Reposição;Coordenador;5;20;True
Diversos;Outros Diversos;Outros;Reposição;Diretor;5;10;True
Diversos;Outros Diversos;Outros;Reposição;Gerente Geral;5;20;True
Diversos;Outros Diversos;Outros;Reposição;Gerente Linha;5;20;True
Diversos;Outros Diversos;Outros;Reposição;Representante Comercial;5;0;True
Diversos;Outros Diversos;Outros;Reposição;Supervisor;5;0;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Consultor Interno;5;15;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Consultor Externo;5;15;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Coordenador;5;20;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Diretor;5;10;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Gerente Geral;5;20;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Gerente Linha;5;20;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Representante Comercial;5;0;True
Diversos;Separador de Agua/ Oleo Fixo;Diversos;Reposição;Supervisor;5;0;True
Diversos;Sonda Portátil;Acessório;Reposição;Consultor Interno;5;15;True
Diversos;Sonda Portátil;Acessório;Reposição;Consultor Externo;5;15;True
Diversos;Sonda Portátil;Acessório;Reposição;Coordenador;5;20;True
Diversos;Sonda Portátil;Acessório;Reposição;Diretor;5;10;True
Diversos;Sonda Portátil;Acessório;Reposição;Gerente Geral;5;20;True
Diversos;Sonda Portátil;Acessório;Reposição;Gerente Linha;5;20;True
Diversos;Sonda Portátil;Acessório;Reposição;Representante Comercial;5;0;True
Diversos;Sonda Portátil;Acessório;Reposição;Supervisor;5;0;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Consultor Interno;5;15;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Consultor Externo;5;15;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Coordenador;5;20;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Diretor;5;10;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Gerente Geral;5;20;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Gerente Linha;5;20;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Representante Comercial;5;0;True
Hidrologia;Alimentação Eletrico;Sistema;Produto;Supervisor;5;0;True
Hidrologia;Alimentação Solar;Sistema;Produto;Consultor Interno;5;15;True
Hidrologia;Alimentação Solar;Sistema;Produto;Consultor Externo;5;15;True
Hidrologia;Alimentação Solar;Sistema;Produto;Coordenador;5;20;True
Hidrologia;Alimentação Solar;Sistema;Produto;Diretor;5;10;True
Hidrologia;Alimentação Solar;Sistema;Produto;Gerente Geral;5;20;True
Hidrologia;Alimentação Solar;Sistema;Produto;Gerente Linha;5;20;True
Hidrologia;Alimentação Solar;Sistema;Produto;Representante Comercial;5;0;True
Hidrologia;Alimentação Solar;Sistema;Produto;Supervisor;5;0;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Consultor Interno;5;15;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Consultor Externo;5;15;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Coordenador;5;20;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Diretor;5;10;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Gerente Geral;5;20;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Gerente Linha;5;20;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Representante Comercial;5;0;True
Hidrologia;Amostrador Diversos;Acessório;Produto;Supervisor;5;0;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Consultor Interno;5;15;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Consultor Externo;5;15;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Coordenador;5;20;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Diretor;5;10;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Gerente Geral;5;20;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Gerente Linha;5;20;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Representante Comercial;5;0;True
Hidrologia;Amostrador Diversos;Acessório;Reposição;Supervisor;5;0;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Consultor Interno;5;15;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Consultor Externo;5;15;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Coordenador;5;20;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Diretor;5;10;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Gerente Geral;5;20;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Gerente Linha;5;20;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Representante Comercial;5;0;True
Hidrologia;Amostrador Diversos;Anel;Reposição;Supervisor;5;0;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Consultor Interno;5;15;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Consultor Externo;5;15;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Coordenador;5;20;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Diretor;5;10;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Gerente Geral;5;20;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Gerente Linha;5;20;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Representante Comercial;5;0;True
Hidrologia;Amostrador Diversos;Cabo;Reposição;Supervisor;5;0;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Consultor Interno;5;15;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Consultor Externo;5;15;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Coordenador;5;20;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Diretor;5;10;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Gerente Geral;5;20;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Gerente Linha;5;20;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Representante Comercial;5;0;True
Hidrologia;Amostrador Diversos;Filtro;Insumo;Supervisor;5;0;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Consultor Interno;5;15;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Consultor Externo;5;15;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Coordenador;5;20;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Diretor;5;10;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Gerente Geral;5;20;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Gerente Linha;5;20;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Representante Comercial;5;0;True
Hidrologia;Amostrador Diversos;Sensor;Reposição;Supervisor;5;0;True
Hidrologia;Amostrador Diversos;Software;Produto;Consultor Interno;5;15;True
Hidrologia;Amostrador Diversos;Software;Produto;Consultor Externo;5;15;True
Hidrologia;Amostrador Diversos;Software;Produto;Coordenador;5;20;True
Hidrologia;Amostrador Diversos;Software;Produto;Diretor;5;10;True
Hidrologia;Amostrador Diversos;Software;Produto;Gerente Geral;5;20;True
Hidrologia;Amostrador Diversos;Software;Produto;Gerente Linha;5;20;True
Hidrologia;Amostrador Diversos;Software;Produto;Representante Comercial;5;0;True
Hidrologia;Amostrador Diversos;Software;Produto;Supervisor;5;0;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Consultor Interno;5;15;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Consultor Externo;5;15;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Coordenador;5;20;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Diretor;5;10;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Gerente Geral;5;20;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Gerente Linha;5;20;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Representante Comercial;5;0;True
Hidrologia;Amostrador Não Refrigerado Portátil;Acessório;Produto;Supervisor;5;0;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Consultor Interno;5;15;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Consultor Externo;5;15;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Coordenador;5;20;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Diretor;5;10;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Gerente Geral;5;20;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Gerente Linha;5;20;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Representante Comercial;5;0;True
Hidrologia;Amostrador Não Refrigerado Portátil;Amostrador;Produto;Supervisor;5;0;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Consultor Interno;5;15;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Consultor Externo;5;15;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Coordenador;5;20;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Diretor;5;10;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Gerente Geral;5;20;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Gerente Linha;5;20;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Representante Comercial;5;0;True
Hidrologia;Amostrador Refrigerado Fixo;Amostrador;Produto;Supervisor;5;0;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Consultor Interno;5;15;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Consultor Externo;5;15;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Coordenador;5;20;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Diretor;5;10;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Gerente Geral;5;20;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Gerente Linha;5;20;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Representante Comercial;5;0;True
Hidrologia;Amostrador Refrigerado Portátil;Amostrador;Produto;Supervisor;5;0;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Consultor Interno;5;15;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Consultor Externo;5;15;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Coordenador;5;20;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Diretor;5;10;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Gerente Geral;5;20;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Gerente Linha;5;20;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Representante Comercial;5;0;True
Hidrologia;Amostragem Diversos;Sistema;Produto;Supervisor;5;0;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Consultor Interno;5;15;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Consultor Externo;5;15;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Coordenador;5;20;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Diretor;5;10;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Gerente Geral;5;20;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Gerente Linha;5;20;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Representante Comercial;5;0;True
Hidrologia;Analisador Diversos;EmeClean;Produto;Supervisor;5;0;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Consultor Interno;5;15;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Consultor Externo;5;15;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Coordenador;5;20;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Diretor;5;10;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Gerente Geral;5;20;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Gerente Linha;5;20;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Representante Comercial;5;0;True
Hidrologia;Analisador Diversos;Reagente;Insumo;Supervisor;5;0;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Consultor Interno;5;15;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Consultor Externo;5;15;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Coordenador;5;20;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Diretor;5;10;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Gerente Geral;5;20;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Gerente Linha;5;20;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Representante Comercial;5;0;True
Hidrologia;Analisador Fixo;Transmissor;Produto;Supervisor;5;0;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Consultor Interno;5;15;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Consultor Externo;5;15;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Coordenador;5;20;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Diretor;5;10;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Gerente Geral;5;20;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Gerente Linha;5;20;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Representante Comercial;5;0;True
Hidrologia;Analisador Microbiologico;GeneCount;Produto;Supervisor;5;0;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Consultor Interno;5;15;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Consultor Externo;5;15;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Coordenador;5;20;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Diretor;5;10;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Gerente Geral;5;20;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Gerente Linha;5;20;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Representante Comercial;5;0;True
Hidrologia;Analisador Microbiologico;Reagente;Insumo;Supervisor;5;0;True
Hidrologia;Calibração Diversos;Solução;Insumo;Consultor Interno;5;15;True
Hidrologia;Calibração Diversos;Solução;Insumo;Consultor Externo;5;15;True
Hidrologia;Calibração Diversos;Solução;Insumo;Coordenador;5;20;True
Hidrologia;Calibração Diversos;Solução;Insumo;Diretor;5;10;True
Hidrologia;Calibração Diversos;Solução;Insumo;Gerente Geral;5;20;True
Hidrologia;Calibração Diversos;Solução;Insumo;Gerente Linha;5;20;True
Hidrologia;Calibração Diversos;Solução;Insumo;Representante Comercial;5;0;True
Hidrologia;Calibração Diversos;Solução;Insumo;Supervisor;5;0;True
Hidrologia;Colorimetro Portátil;Solução;Insumo;Consultor Interno;5;15;True
Hidrologia;Colorimetro Portátil;Solução;Insumo;Consultor Externo;5;15;True
Hidrologia;Colorimetro Portátil;Solução;Insumo;Coordenador;5;20;True
Hidrologia;Colorimetro Portátil;Solução;Insumo;Diretor;5;10;True
Hidrologia;Colorimetro Portátil;Solução;Insumo;Gerente Geral;5;20;True
