linha;grupo;subgrupo;tipo_mercadoria;cargo;taxa_rateio_maximo_pct;fatia_cargo_pct;ativo
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS5;Embarcação;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS5;RS5;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS6;RS6;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS7;RS7;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M10;M10;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M11;M11;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M9;Acessório;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M9;ADCP;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M9;Embarcação;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M9;M9;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M9;PCM;Produto;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-M9;Treinamento;Serviço;Supervisor;5;0;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Consultor Interno;5;15;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Consultor Externo;5;15;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Coordenador;5;20;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Diretor;5;10;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Gerente Geral;5;20;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Gerente Linha;5;20;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Representante Comercial;5;0;True
Hidrologia;Medidor de Vazão RS-S5;ADCP;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Acessório;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Acessório;Reposição;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Cabo;Reposição;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;DataLogger;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Estação;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Estação;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Estação;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Estação;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Estação;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Estação;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Estação;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Estação;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Estrutura;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Moden;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Moden;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Moden;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Moden;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Moden;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Moden;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Moden;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Moden;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Sensor;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Sistema;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Transdutor;Produto;Supervisor;5;0;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Consultor Interno;5;15;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Consultor Externo;5;15;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Coordenador;5;20;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Diretor;5;10;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Gerente Geral;5;20;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Gerente Linha;5;20;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Representante Comercial;5;0;True
Hidrologia;Metereologia Fixo;Transmissor;Produto;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Acessório;Produto;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Acessório;Reposição;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Cabo;Reposição;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Estação;Produto;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Estação;Reposição;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Estrutura;Produto;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Hora Técnica;Serviço;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Instalação;Serviço;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Painel Solar;Produto;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Sensor;Reposição;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Sistema;Produto;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Transdutor;Produto;Supervisor;5;0;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Consultor Interno;5;15;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Consultor Externo;5;15;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Coordenador;5;20;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Diretor;5;10;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Gerente Geral;5;20;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Gerente Linha;5;20;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Representante Comercial;5;0;True
Hidrologia;Monitoramento Fixo;Transmissor;Serviço;Supervisor;5;0;True
Hidrologia;Outros Diversos;Acessório;Produto;Consultor Interno;5;15;True
Hidrologia;Outros Diversos;Acessório;Produto;Consultor Externo;5;15;True
Hidrologia;Outros Diversos;Acessório;Produto;Coordenador;5;20;True
Hidrologia;Outros Diversos;Acessório;Produto;Diretor;5;10;True
Hidrologia;Outros Diversos;Acessório;Produto;Gerente Geral;5;20;True
Hidrologia;Outros Diversos;Acessório;Produto;Gerente Linha;5;20;True
Hidrologia;Outros Diversos;Acessório;Produto;Representante Comercial;5;0;True
Hidrologia;Outros Diversos;Acessório;Produto;Supervisor;5;0;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Consultor Interno;5;15;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Consultor Externo;5;15;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Coordenador;5;20;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Diretor;5;10;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Gerente Geral;5;20;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Gerente Linha;5;20;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Representante Comercial;5;0;True
Hidrologia;Painel controlador Diversos;Acessório;Reposição;Supervisor;5;0;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Consultor Interno;5;15;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Consultor Externo;5;15;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Coordenador;5;20;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Diretor;5;10;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Gerente Geral;5;20;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Gerente Linha;5;20;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Representante Comercial;5;0;True
Hidrologia;Painel controlador Diversos;Cabo;Reposição;Supervisor;5;0;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Consultor Interno;5;15;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Consultor Externo;5;15;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Coordenador;5;20;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Diretor;5;10;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Gerente Geral;5;20;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Gerente Linha;5;20;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Representante Comercial;5;0;True
Hidrologia;Painel controlador Diversos;Sensor;Reposição;Supervisor;5;0;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Consultor Interno;5;15;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Consultor Externo;5;15;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Coordenador;5;20;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Diretor;5;10;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Gerente Geral;5;20;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Gerente Linha;5;20;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Representante Comercial;5;0;True
Hidrologia;Sonda Portátil;Acessório;Reposição;Supervisor;5;0;True
Hidrologia;Sonda Portátil;Anel;Reposição;Consultor Interno;5;15;True
Hidrologia;Sonda Portátil;Anel;Reposição;Consultor Externo;5;15;True
Hidrologia;Sonda Portátil;Anel;Reposição;Coordenador;5;20;True
