tipo_meta;linha;grupo;subgrupo;tipo_mercadoria;referencia_media_ponderada_pct;meta_rentabilidade_alvo_pct
rentabilidade;Remediação;Analisador Portátil;Metalyser;Produto;0.344;0.354
rentabilidade;Remediação;Analisador Portátil;METREX;Produto;0.73;0.74
rentabilidade;Remediação;Analisador Portátil;MIRAN;Produto;0.344;0.354
rentabilidade;Remediação;Analisador Portátil;PDR1500;Produto;0.344;0.354
rentabilidade;Remediação;Analisador Portátil;Tiger;Produto;0.2894;0.2994
rentabilidade;Remediação;Analisador Portátil;TVA;Produto;0.344;0.354
rentabilidade;Remediação;Aterramento Diversos;Sistema;Produto;0.344;0.354
rentabilidade;Remediação;BOMBA DE AMOSTRAGEM Fixo;Bomba;Produto;0.344;0.354
rentabilidade;Remediação;BOMBA DE AMOSTRAGEM Fixo;SAMPLEASE;Produto;0.344;0.354
rentabilidade;Remediação;BOMBA DE AMOSTRAGEM Fixo;Sample Pro;Produto;0.344;0.354
rentabilidade;Remediação;Bombeamento Fixo;Sistema;Produto;0.344;0.354
rentabilidade;Remediação;Caixa Separadora Fixo;Acessório;Produto;0.344;0.354
rentabilidade;Remediação;Caixa Separadora Fixo;OWS;Produto;0.660609459;0.670609459
rentabilidade;Remediação;Calibração Diversos;Cilindro;Insumo;0.344;0.354
rentabilidade;Remediação;Calibração Diversos;Solução;Insumo;0.344;0.354
rentabilidade;Remediação;Cromatógrafo Portátil;Acessório;Produto;0.43544495;0.44544495
rentabilidade;Remediação;Cromatógrafo Portátil;Acessório;Reposição;0.1607;0.1707
rentabilidade;Remediação;Cromatógrafo Portátil;FROG;Produto;0.344;0.354
rentabilidade;Remediação;Cromatógrafo Portátil;Sensor;Produto;0.5246;0.5346
rentabilidade;Remediação;Detector Portátil;EAGLE;Produto;0.344;0.354
rentabilidade;Remediação;Diversos Diversos;Calibração;Serviço;0.344;0.354
rentabilidade;Remediação;Diversos Diversos;Diversos;Insumo;0.344;0.354
rentabilidade;Remediação;Diversos Diversos;Ferramental;Insumo;0.344;0.354
rentabilidade;Remediação;Diversos Diversos;Hora Técnica;Serviço;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;Acessório;Insumo;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;Acessório;Produto;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;Acessório;Reposição;0.342273777;0.352273777
rentabilidade;Remediação;Elevador de Liquidos Fixo;Anel;Reposição;0.403753805;0.413753805
rentabilidade;Remediação;Elevador de Liquidos Fixo;Auto Pump;Produto;0.420614074;0.430614074
rentabilidade;Remediação;Elevador de Liquidos Fixo;Bomba;Produto;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;CONTADOR DE CICLOS;Produto;0.317783681;0.327783681
rentabilidade;Remediação;Elevador de Liquidos Fixo;Filtro;Insumo;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;GENIE;Produto;0.2576;0.2676
rentabilidade;Remediação;Elevador de Liquidos Fixo;NDP - 25 BAN;Produto;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;Numatic;Produto;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;Sensor;Reposição;0.3446;0.3546
rentabilidade;Remediação;Elevador de Liquidos Fixo;Sistema;Produto;0.344;0.354
rentabilidade;Remediação;Elevador de Liquidos Fixo;SOS-4-003;Produto;0.344;0.354
rentabilidade;Remediação;Filtração Diversos;Sistema;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Diversos;Acessório;Reposição;0.316193647;0.326193647
rentabilidade;Remediação;Medidor de Nivel Diversos;Anel;Reposição;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Diversos;Cabo;Reposição;0.348308305;0.358308305
rentabilidade;Remediação;Medidor de Nivel Diversos;Controlador;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Diversos;Sensor;Reposição;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Fixo;DIPPERLOG;Produto;0.3756;0.3856
rentabilidade;Remediação;Medidor de Nivel Fixo;DIPPER TOUGH;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Portátil;CONDUCTIVITY PLUS;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Portátil;DIPPER-T;Produto;0.303438949;0.313438949
rentabilidade;Remediação;Medidor de Nivel Portátil;DIPPER TOUGH;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Portátil;H.OIL;Produto;0.25855848;0.26855848
rentabilidade;Remediação;Medidor de Nivel Portátil;MP30;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Portátil;SKINNY DIPPER;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Portátil;SM.OIL;Produto;0.344;0.354
rentabilidade;Remediação;Medidor de Nivel Portátil;WATER TAPE;Produto;0.1811;0.1911
rentabilidade;Remediação;Medidor de Nivel Portátil;WellTape;Produto;0.344;0.354
rentabilidade;Remediação;MODFLOW Diversos;Sistema;Produto;0.344;0.354
rentabilidade;Remediação;Outros Diversos;Acessório;Produto;0.344;0.354
rentabilidade;Remediação;Outros Diversos;Acessório;Reposição;0.276645493;0.286645493
rentabilidade;Remediação;Outros Diversos;Diversos;Insumo;0.344;0.354
rentabilidade;Remediação;Outros Diversos;Outros;Produto;0.344;0.354
rentabilidade;Remediação;Outros Diversos;REMOX;Produto;0.344;0.354
rentabilidade;Remediação;Outros Diversos;Sistema;Produto;0.344;0.354
rentabilidade;Remediação;Outros Diversos;Vapor pin/ Clean;Produto;0.344;0.354
rentabilidade;Remediação;Painel controlador Diversos;Acessório;Reposição;0.344;0.354
rentabilidade;Remediação;Painel controlador Diversos;Anel;Reposição;0.344;0.354
rentabilidade;Remediação;Painel controlador Diversos;Filtro;Insumo;0.344;0.354
rentabilidade;Remediação;Painel controlador Diversos;SC;Produto;0.344;0.354
rentabilidade;Remediação;Painel controlador Fixo;Acessório;Reposição;0.1026;0.1126
rentabilidade;Remediação;Painel controlador Fixo;C100;Produto;0.344;0.354
rentabilidade;Remediação;Painel controlador Fixo;L360;Produto;0.344;0.354
rentabilidade;Remediação;Painel controlador Portátil;Acessório;Reposição;0.353517258;0.363517258
rentabilidade;Remediação;Painel controlador Portátil;Anel;Reposição;0.344;0.354
rentabilidade;Remediação;Painel controlador Portátil;Filtro;Insumo;0.344;0.354
rentabilidade;Remediação;Painel controlador Portátil;MP10;Produto;0.297501157;0.307501157
rentabilidade;Remediação;Painel controlador Portátil;MP15;Produto;0.344;0.354
rentabilidade;Remediação;Painel controlador Portátil;MP50;Produto;0.344;0.354
rentabilidade;Remediação;Separador de Agua/ Oleo Fixo;Acessório;Reposição;0.249915763;0.259915763
rentabilidade;Remediação;Separador de Agua/ Oleo Fixo;Anel;Reposição;0.344;0.354
rentabilidade;Remediação;Separador de Agua/ Oleo Fixo;Diversos;Insumo;0.344;0.354
